timestamp,dataset,method,feat_dim,time_sec
2026-04-01T14:49:21.895955,EMP/Yeast_H3,qt_d7_p0p05_m8,16384,5.403461146983318
2026-04-01T15:01:28.716351,EMP/Yeast_H3,qt_d7_p0p1_m0,16384,8.673117451020516
2026-04-01T15:11:35.885176,EMP/Yeast_H3,qt_d7_p0p1_m4,16384,4.7407776499167085
2026-04-01T15:12:30.477801,enhancers/enhancer_strength,fm_DNABERT-2-117M,768,36.52403035806492
2026-04-01T15:19:59.279833,EMP/Yeast_H3,qt_d7_p0p1_m8,16384,4.311866874108091
2026-04-01T15:21:27.129317,genomic_benchmark/coding,fm_DNABERT-2-117M,768,234.51606971898582
2026-04-01T15:29:21.964555,EMP/Yeast_H3,qt_d8_p0p01_m0,65536,17.433230820926838
2026-04-01T15:31:00.233239,iPro-WAEL/Promoter_GM12878,kmer_k7,16384,30.588335437932983
2026-04-01T15:39:30.003692,iPro-WAEL/Promoter_GM12878,kmer_k8,65536,38.99274398002308
2026-04-01T15:52:06.340432,iPro-WAEL/Promoter_HUVEC,kmer_k7,16384,24.82820993696805
2026-04-01T16:00:17.238488,EMP/Yeast_H3,qt_d8_p0p01_m4,65536,8.098844529944472
2026-04-01T16:01:51.481724,genomic_benchmark/enhancer_cohn,fm_DNABERT-2-117M,768,139.9049467269797
2026-04-01T16:18:04.323917,EMP/Yeast_H3,qt_d8_p0p01_m8,65536,8.848378974944353
2026-04-01T16:20:34.555292,genomic_benchmark/enhancer_ensembl,fm_DNABERT-2-117M,768,703.232005387079
2026-04-01T16:39:06.721184,EMP/Yeast_H3,qt_d8_p0p05_m0,65536,12.02950563794002
2026-04-01T16:59:55.284978,EMP/Yeast_H3,qt_d8_p0p05_m4,65536,11.463558104936965
2026-04-01T17:03:49.230941,genomic_benchmark/enhancer_ensembl,fm_DNABERT-2-117M,768,0.9678513469407335
2026-04-01T17:17:19.747691,genomic_benchmark/enhancer_ensembl,fm_DNABERT-2-117M,768,0.8890930119669065
2026-04-01T17:44:53.236212,dna_foundation_benchmark/EMP/Yeast_H3,fm_DNABERT-2-117M,768,27.974008276010863
2026-04-01T17:47:33.315245,dna_foundation_benchmark/EMP/Yeast_H3K14ac,fm_DNABERT-2-117M,768,60.63754445395898
2026-04-01T17:52:45.283069,dna_foundation_benchmark/EMP/Yeast_H3K36me3,fm_DNABERT-2-117M,768,63.95666921092197
2026-04-01T17:58:02.502302,dna_foundation_benchmark/EMP/Yeast_H3K4me1,fm_DNABERT-2-117M,768,58.11477834300604
2026-04-01T18:02:54.535694,dna_foundation_benchmark/EMP/Yeast_H3K4me2,fm_DNABERT-2-117M,768,56.31216280499939
2026-04-01T18:07:52.835255,dna_foundation_benchmark/EMP/Yeast_H3K4me3,fm_DNABERT-2-117M,768,67.61552558897529
2026-04-01T18:14:51.324973,dna_foundation_benchmark/EMP/Yeast_H3K79me3,fm_DNABERT-2-117M,768,56.33628982095979
2026-04-01T18:20:17.404280,dna_foundation_benchmark/EMP/Yeast_H3K9ac,fm_DNABERT-2-117M,768,54.3856188650243
2026-04-01T18:26:47.096900,dna_foundation_benchmark/EMP/Yeast_H4,fm_DNABERT-2-117M,768,30.3936011120677
2026-04-01T18:30:05.966355,dna_foundation_benchmark/EMP/Yeast_H4ac,fm_DNABERT-2-117M,768,67.11944549100008
2026-04-01T18:37:48.135217,dna_foundation_benchmark/deep4mc/A.thaliana_4mC,fm_DNABERT-2-117M,768,132.72029751492664
2026-04-01T19:35:13.862746,dna_foundation_benchmark/deep4mc/C.elegans_4mC,fm_DNABERT-2-117M,768,49.44744856492616
2026-04-01T20:03:49.707158,dna_foundation_benchmark/deep4mc/D.melanogaster_4mC,fm_DNABERT-2-117M,768,72.28892387903761
2026-04-01T20:46:57.687953,dna_foundation_benchmark/deep4mc/E.coli_4mC,fm_DNABERT-2-117M,768,6.086271850974299
2026-04-01T20:50:09.936628,dna_foundation_benchmark/deep4mc/G.pickeringii_4mC,fm_DNABERT-2-117M,768,18.81026669102721
2026-04-01T21:01:02.469543,dna_foundation_benchmark/deep4mc/G.subterraneus_4mC,fm_DNABERT-2-117M,768,64.34582173195668
2026-04-01T21:25:07.387609,dna_foundation_benchmark/enhancers/enhancer,fm_DNABERT-2-117M,768,12.798995284945704
2026-04-01T21:27:51.404288,dna_foundation_benchmark/enhancers/enhancer_strength,fm_DNABERT-2-117M,768,12.793052994064055
2026-04-01T21:31:53.646863,dna_foundation_benchmark/genomic_benchmark/coding,fm_DNABERT-2-117M,768,85.70994380302727
2026-04-01T21:47:55.088755,dna_foundation_benchmark/genomic_benchmark/enhancer_cohn,fm_DNABERT-2-117M,768,50.15776785498019
2026-04-01T21:56:10.290751,dna_foundation_benchmark/genomic_benchmark/enhancer_ensembl,fm_DNABERT-2-117M,768,279.264984580921
2026-04-01T22:25:49.855420,dna_foundation_benchmark/genomic_benchmark/human_vs_worm,fm_DNABERT-2-117M,768,186.5714235790074
2026-04-01T22:47:58.925430,dna_foundation_benchmark/genomic_benchmark/open_chromatin_region,fm_DNABERT-2-117M,768,336.45442375005223
2026-04-01T23:19:41.294551,dna_foundation_benchmark/genomic_benchmark/promoter_notata_251bps,fm_DNABERT-2-117M,768,37.45899773796555
2026-04-01T23:33:43.596866,dna_foundation_benchmark/genomic_benchmark/regulatory_region_type,fm_DNABERT-2-117M,768,539.7736591759603
2026-04-02T00:07:49.346905,dna_foundation_benchmark/iDHS-EL/DNase_I,fm_DNABERT-2-117M,768,1.0893547779414803
2026-04-02T00:07:57.611965,dna_foundation_benchmark/iDNA_ABF/5mC,fm_DNABERT-2-117M,768,1.6295617910800502
2026-04-02T00:08:37.672081,dna_foundation_benchmark/iDNA_ABF/6mA,fm_DNABERT-2-117M,768,12.572590667987242
2026-04-02T00:13:31.878976,dna_foundation_benchmark/iPro-WAEL/Promoter_Arabidopsis_NonTATA,fm_DNABERT-2-117M,768,12.058281496050768
2026-04-02T00:14:52.978549,dna_foundation_benchmark/iPro-WAEL/Promoter_Arabidopsis_TATA,fm_DNABERT-2-117M,768,4.492241978063248
2026-04-02T00:15:19.257091,dna_foundation_benchmark/iPro-WAEL/Promoter_B_amyloliquefaciens,fm_DNABERT-2-117M,768,0.7749394458951429
2026-04-02T00:17:59.366453,dna_foundation_benchmark/iPro-WAEL/Promoter_GM12878,fm_DNABERT-2-117M,768,148.72195320401806
2026-04-02T00:22:36.010776,dna_foundation_benchmark/iPro-WAEL/Promoter_HUVEC,fm_DNABERT-2-117M,768,149.02737679705024
2026-04-02T00:27:10.307488,dna_foundation_benchmark/iPro-WAEL/Promoter_Hela-S3,fm_DNABERT-2-117M,768,133.53297158598434
2026-04-02T00:30:17.392112,dna_foundation_benchmark/iPro-WAEL/Promoter_NHEK,fm_DNABERT-2-117M,768,46.73693617898971
2026-04-02T00:31:44.175198,dna_foundation_benchmark/iPro-WAEL/Promoter_R_capsulatus,fm_DNABERT-2-117M,768,3.814792732009664
2026-04-02T00:32:58.652293,dna_foundation_benchmark/mouse/mouse_TFBS_1,fm_DNABERT-2-117M,768,4.492091082967818
2026-04-02T00:34:26.886976,dna_foundation_benchmark/mouse/mouse_TFBS_2,fm_DNABERT-2-117M,768,35.49782315001357
2026-04-02T00:43:40.925261,dna_foundation_benchmark/mouse/mouse_TFBS_3,fm_DNABERT-2-117M,768,1.791288929991424
2026-04-02T00:44:00.157729,dna_foundation_benchmark/mouse/mouse_TFBS_4,fm_DNABERT-2-117M,768,1.3153647349681705
2026-04-02T00:44:23.755740,dna_foundation_benchmark/mouse/mouse_TFBS_5,fm_DNABERT-2-117M,768,10.350342656020075
2026-04-02T00:47:55.068344,dna_foundation_benchmark/prom/promoter_all_300bps,fm_DNABERT-2-117M,768,73.21433573402464
2026-04-02T00:56:40.735311,dna_foundation_benchmark/prom/promoter_all_70bps,fm_DNABERT-2-117M,768,26.774946068995632
2026-04-02T01:05:59.963882,dna_foundation_benchmark/prom/promoter_notata_300bps,fm_DNABERT-2-117M,768,65.30098954797722
2026-04-02T01:13:17.940753,dna_foundation_benchmark/prom/promoter_notata_70bps,fm_DNABERT-2-117M,768,23.805734321009368
2026-04-02T01:20:33.501495,dna_foundation_benchmark/prom/promoter_tata_300bps,fm_DNABERT-2-117M,768,7.43317880993709
2026-04-02T01:21:12.661391,dna_foundation_benchmark/prom/promoter_tata_70bps,fm_DNABERT-2-117M,768,2.758862980059348
2026-04-02T01:22:39.091047,dna_foundation_benchmark/splice/acceptors,fm_DNABERT-2-117M,768,50.19664715102408
2026-04-02T01:26:07.216034,dna_foundation_benchmark/splice/donors,fm_DNABERT-2-117M,768,49.50752698699944
2026-04-02T01:29:54.364942,dna_foundation_benchmark/splice/splice_site_type_DNABERT,fm_DNABERT-2-117M,768,69.10230984399095
2026-04-02T01:36:04.440305,dna_foundation_benchmark/splice/splice_site_type_NT,fm_DNABERT-2-117M,768,45.371049894951284
2026-04-02T01:40:17.855757,dna_foundation_benchmark/tf/Human_TFBS_1,fm_DNABERT-2-117M,768,18.71632423007395
2026-04-02T01:44:51.961339,dna_foundation_benchmark/tf/Human_TFBS_2,fm_DNABERT-2-117M,768,17.7987975589931
2026-04-02T01:49:06.563173,dna_foundation_benchmark/tf/Human_TFBS_3,fm_DNABERT-2-117M,768,11.475089055020362
2026-04-02T01:51:50.662000,dna_foundation_benchmark/tf/Human_TFBS_4,fm_DNABERT-2-117M,768,15.687540463986807
2026-04-02T01:55:47.410689,dna_foundation_benchmark/tf/Human_TFBS_5,fm_DNABERT-2-117M,768,11.375751852989197
2026-04-02T02:03:44.532536,dna_foundation_benchmark/virus/covid_variants,fm_DNABERT-2-117M,768,329.9981732700253
2026-04-02T02:22:44.779105,dna_foundation_benchmark_long/iPro-WAEL/Promoter_GM12878,fm_DNABERT-2-117M,768,147.67608691495843
2026-04-02T02:27:18.579044,dna_foundation_benchmark_long/iPro-WAEL/Promoter_HUVEC,fm_DNABERT-2-117M,768,148.66982354200445
2026-04-02T02:31:50.394695,dna_foundation_benchmark_long/iPro-WAEL/Promoter_Hela-S3,fm_DNABERT-2-117M,768,133.26758797408547
2026-04-02T02:34:57.570732,dna_foundation_benchmark_long/splice/acceptors,fm_DNABERT-2-117M,768,50.21804647904355
2026-04-02T02:38:26.376380,dna_foundation_benchmark_long/splice/donors,fm_DNABERT-2-117M,768,49.51186040206812
2026-04-02T02:46:35.619834,dna_foundation_benchmark_long/virus/covid_variants,fm_DNABERT-2-117M,768,330.15421934309416
2026-04-05T06:36:54.967373,EMP/Yeast_H3,pca_fm_NTv3_650M_pre,1,1.342672921018675
2026-04-05T06:37:08.709323,EMP/Yeast_H3K14ac,pca_fm_NTv3_650M_pre,1,2.41817680420354
2026-04-05T06:37:33.781885,EMP/Yeast_H3K36me3,pca_fm_NTv3_650M_pre,1,2.5115880540106446
2026-04-05T06:37:55.159629,EMP/Yeast_H3K4me1,pca_fm_NTv3_650M_pre,1,2.098395114997402
2026-04-05T06:38:18.086821,EMP/Yeast_H3K4me2,pca_fm_NTv3_650M_pre,1,2.037311039865017
2026-04-05T06:47:16.309323,EMP/Yeast_H3,pca_fm_NTv3_650M_pre,1,52.14563600695692
2026-04-05T06:50:44.573368,EMP/Yeast_H3,pca_fm_NTv3_650M_pre,167,1.4929204401560128
2026-04-05T06:53:48.480730,EMP/Yeast_H3K14ac,pca_fm_NTv3_650M_pre,176,111.39246105309576
2026-04-05T06:59:03.705715,EMP/Yeast_H3K36me3,pca_fm_NTv3_650M_pre,172,115.37331722700037
2026-04-05T07:04:31.839464,EMP/Yeast_H3K4me1,pca_fm_NTv3_650M_pre,174,105.27767897211015
2026-04-05T07:09:27.710377,EMP/Yeast_H3K4me2,pca_fm_NTv3_650M_pre,173,101.52450003102422
2026-04-05T07:14:29.798863,EMP/Yeast_H3K4me3,pca_fm_NTv3_650M_pre,175,121.60645322618075
2026-04-05T07:19:43.810022,EMP/Yeast_H3K79me3,pca_fm_NTv3_650M_pre,170,96.04298365698196
2026-04-05T07:24:13.991342,EMP/Yeast_H3K9ac,pca_fm_NTv3_650M_pre,172,92.19955385685898
2026-04-05T07:27:41.636723,EMP/Yeast_H4,pca_fm_NTv3_650M_pre,167,50.69479603692889
2026-04-05T07:27:47.273534,EMP/Yeast_H3,pca_kmer_k4,172,0.9914856110699475
2026-04-05T07:28:44.942357,EMP/Yeast_H3,pca_kmer_k4,172,2.239743516081944
2026-04-05T07:30:19.331658,EMP/Yeast_H3,pca_kmer_k5,678,4.693148331949487
2026-04-05T07:30:54.175688,EMP/Yeast_H4ac,pca_fm_NTv3_650M_pre,176,112.94561428995803
2026-04-05T07:33:38.336217,EMP/Yeast_H3,pca_kmer_k6,2466,18.698139735031873
2026-04-05T07:41:07.333542,deep4mc/A.thaliana_4mC,pca_fm_NTv3_650M_pre,555,414.05772996204905
2026-04-05T07:41:48.678789,EMP/Yeast_H3,pca_kmer_k7,6244,117.74751355103217
2026-04-05T08:00:13.487038,EMP/Yeast_H3,pca_kmer_k8,8226,523.9793741737958
2026-04-05T08:11:09.184188,EMP/Yeast_H3K14ac,pca_kmer_k4,173,5.10440243803896
2026-04-05T08:14:48.005014,EMP/Yeast_H3K14ac,pca_kmer_k5,691,9.629895546007901
2026-04-05T08:22:36.738618,EMP/Yeast_H3K14ac,pca_kmer_k6,2648,32.53940727096051
2026-04-05T08:38:33.731310,deep4mc/C.elegans_4mC,pca_fm_NTv3_650M_pre,543,223.54108871589415
2026-04-05T08:46:58.324342,EMP/Yeast_H3K14ac,pca_kmer_k7,8669,555.677918551024
2026-04-05T09:10:33.359077,deep4mc/D.melanogaster_4mC,pca_fm_NTv3_650M_pre,550,329.4065974489786
2026-04-05T09:48:35.786086,EMP/Yeast_H3K14ac,pca_kmer_k8,15932,1916.0858533419669
2026-04-05T09:57:35.746602,deep4mc/E.coli_4mC,pca_fm_NTv3_650M_pre,541,24.135051144985482
2026-04-05T10:01:03.114672,deep4mc/G.pickeringii_4mC,pca_fm_NTv3_650M_pre,547,62.95305096008815
2026-04-05T10:11:23.234981,deep4mc/G.subterraneus_4mC,pca_fm_NTv3_650M_pre,574,168.81834185589105
2026-04-05T10:30:05.856661,EMP/Yeast_H3K36me3,pca_kmer_k4,173,5.447034795070067
2026-04-05T10:34:05.479990,EMP/Yeast_H3K36me3,pca_kmer_k5,692,10.708236211910844
2026-04-05T10:34:15.402276,enhancers/enhancer,pca_fm_NTv3_650M_pre,199,37.73354841186665
2026-04-05T10:36:58.498537,enhancers/enhancer_strength,pca_fm_NTv3_650M_pre,199,41.97455845098011
2026-04-05T10:42:41.799120,EMP/Yeast_H3K36me3,pca_kmer_k6,2656,26.726826788159087
2026-04-05T10:43:02.317353,genomic_benchmark/coding,pca_fm_NTv3_650M_pre,218,240.1264836390037
2026-04-05T10:58:36.847140,genomic_benchmark/enhancer_cohn,pca_fm_NTv3_650M_pre,125,93.2402840028517
2026-04-05T11:06:21.498470,EMP/Yeast_H3K36me3,pca_kmer_k7,8805,442.44270706013776
2026-04-05T11:09:49.405456,genomic_benchmark/enhancer_ensembl,pca_fm_NTv3_650M_pre,193,511.7022353159264
2026-04-05T11:36:39.916665,genomic_benchmark/human_vs_worm,pca_fm_NTv3_650M_pre,110,253.64908090792596
2026-04-05T11:57:32.437839,genomic_benchmark/open_chromatin_region,pca_fm_NTv3_650M_pre,147,682.4325449729804
2026-04-05T12:26:08.694253,EMP/Yeast_H3K36me3,pca_kmer_k8,16640,2938.036244702991
2026-04-05T12:33:59.984517,genomic_benchmark/promoter_notata_251bps,pca_fm_NTv3_650M_pre,160,100.31973235914484
2026-04-05T12:51:41.217392,genomic_benchmark/regulatory_region_type,pca_fm_NTv3_650M_pre,175,844.5863733720034
2026-04-05T13:10:22.632269,EMP/Yeast_H3K4me1,pca_kmer_k4,173,4.778972387081012
2026-04-05T13:13:55.592398,EMP/Yeast_H3K4me1,pca_kmer_k5,691,9.747112712822855
2026-04-05T13:19:34.003945,iDHS-EL/DNase_I,pca_fm_NTv3_650M_pre,123,2.96005421387963
2026-04-05T13:19:48.663253,iDNA_ABF/5mC,pca_fm_NTv3_650M_pre,330,9.386403342941776
2026-04-05T13:21:24.706288,EMP/Yeast_H3K4me1,pca_kmer_k6,2643,25.364640948129818
2026-04-05T13:21:25.764173,iDNA_ABF/6mA,pca_fm_NTv3_650M_pre,425,69.22795194084756
2026-04-05T13:27:35.641067,iPro-WAEL/Promoter_Arabidopsis_NonTATA,pca_fm_NTv3_650M_pre,205,32.68736291793175
2026-04-05T13:28:51.456488,iPro-WAEL/Promoter_Arabidopsis_TATA,pca_fm_NTv3_650M_pre,178,11.529406146146357
2026-04-05T13:29:14.885827,iPro-WAEL/Promoter_B_amyloliquefaciens,pca_fm_NTv3_650M_pre,358,4.777442292077467
2026-04-05T13:31:48.227898,iPro-WAEL/Promoter_GM12878,pca_fm_NTv3_650M_pre,96,139.26373366802
2026-04-05T13:34:57.908386,iPro-WAEL/Promoter_HUVEC,pca_fm_NTv3_650M_pre,105,133.74034076789394
2026-04-05T13:38:24.701561,iPro-WAEL/Promoter_Hela-S3,pca_fm_NTv3_650M_pre,109,137.09470568294637
2026-04-05T13:41:09.299337,iPro-WAEL/Promoter_NHEK,pca_fm_NTv3_650M_pre,162,62.942864587996155
2026-04-05T13:42:27.765966,iPro-WAEL/Promoter_R_capsulatus,pca_fm_NTv3_650M_pre,495,21.98079088702798
2026-04-05T13:44:24.064056,mouse/mouse_TFBS_1,pca_fm_NTv3_650M_pre,319,24.865371556021273
2026-04-05T13:46:10.957548,EMP/Yeast_H3K4me1,pca_kmer_k7,8597,615.6852138228714
2026-04-05T13:47:32.679045,mouse/mouse_TFBS_2,pca_fm_NTv3_650M_pre,277,136.57239460595883
2026-04-05T13:57:03.706861,mouse/mouse_TFBS_3,pca_fm_NTv3_650M_pre,111,7.904689615126699
2026-04-05T13:57:20.988269,mouse/mouse_TFBS_4,pca_fm_NTv3_650M_pre,220,5.914196989964694
2026-04-05T13:58:10.981506,mouse/mouse_TFBS_5,pca_fm_NTv3_650M_pre,363,38.08879951783456
2026-04-05T14:03:26.794196,prom/promoter_all_300bps,pca_fm_NTv3_650M_pre,188,158.48763044178486
2026-04-05T14:12:30.401026,prom/promoter_all_70bps,pca_fm_NTv3_650M_pre,406,122.51804508292116
2026-04-05T14:28:40.466926,prom/promoter_notata_300bps,pca_fm_NTv3_650M_pre,188,254.4663922789041
2026-04-05T14:38:31.219824,prom/promoter_notata_70bps,pca_fm_NTv3_650M_pre,412,149.84453453496099
2026-04-05T14:40:36.866253,EMP/Yeast_H3K4me1,pca_kmer_k8,15530,1676.961367618991
2026-04-05T14:48:35.927458,prom/promoter_tata_300bps,pca_fm_NTv3_650M_pre,160,17.765790794976056
2026-04-05T14:49:13.985806,prom/promoter_tata_70bps,pca_fm_NTv3_650M_pre,300,12.279075467027724
2026-04-05T14:51:15.122337,splice/acceptors,pca_fm_NTv3_650M_pre,145,83.70004662196152
2026-04-05T14:54:28.299792,splice/donors,pca_fm_NTv3_650M_pre,146,82.09830189892091
2026-04-05T14:58:39.881576,splice/splice_site_type_DNABERT,pca_fm_NTv3_650M_pre,175,139.66491236095317
2026-04-05T15:05:07.906869,splice/splice_site_type_NT,pca_fm_NTv3_650M_pre,177,104.83832650305703
2026-04-05T15:09:16.305646,tf/Human_TFBS_1,pca_fm_NTv3_650M_pre,314,72.1343873818405
2026-04-05T15:15:25.437183,tf/Human_TFBS_2,pca_fm_NTv3_650M_pre,312,72.99557988182642
2026-04-05T15:17:53.347354,EMP/Yeast_H3K4me2,pca_kmer_k4,173,4.632420277921483
2026-04-05T15:20:46.201748,tf/Human_TFBS_3,pca_fm_NTv3_650M_pre,309,42.953432959038764
2026-04-05T15:21:23.748702,EMP/Yeast_H3K4me2,pca_kmer_k5,691,8.993662086082622
2026-04-05T15:24:27.162933,tf/Human_TFBS_4,pca_fm_NTv3_650M_pre,307,60.30736666498706
2026-04-05T15:29:01.947761,EMP/Yeast_H3K4me2,pca_kmer_k6,2639,32.31439991900697
2026-04-05T15:29:23.916447,tf/Human_TFBS_5,pca_fm_NTv3_650M_pre,305,46.962245158152655
2026-04-05T15:40:13.978886,virus/covid_variants,pca_fm_NTv3_650M_pre,48,488.84014033386484
2026-04-05T15:47:31.599338,EMP/Yeast_H3,pca_fm_hyenadna-medium-160k-seqlen-hf,34,30.73232897883281
2026-04-05T15:49:31.501906,EMP/Yeast_H3K14ac,pca_fm_hyenadna-medium-160k-seqlen-hf,35,80.55403672507964
2026-04-05T15:51:59.032661,EMP/Yeast_H3K36me3,pca_fm_hyenadna-medium-160k-seqlen-hf,35,67.41345142805949
2026-04-05T15:53:44.396802,EMP/Yeast_H3K4me2,pca_kmer_k7,8527,594.9951597528998
2026-04-05T15:54:22.218949,EMP/Yeast_H3K4me1,pca_fm_hyenadna-medium-160k-seqlen-hf,35,59.009567433968186
2026-04-05T15:56:35.948895,EMP/Yeast_H3K4me2,pca_fm_hyenadna-medium-160k-seqlen-hf,35,57.18793351901695
2026-04-05T15:59:00.172047,EMP/Yeast_H3K4me3,pca_fm_hyenadna-medium-160k-seqlen-hf,35,68.49077198794112
2026-04-05T16:01:26.943791,EMP/Yeast_H3K79me3,pca_fm_hyenadna-medium-160k-seqlen-hf,35,53.639443441992626
2026-04-05T16:03:24.440478,EMP/Yeast_H3K9ac,pca_fm_hyenadna-medium-160k-seqlen-hf,35,51.714802655857056
2026-04-05T16:04:56.746969,EMP/Yeast_H4,pca_fm_hyenadna-medium-160k-seqlen-hf,35,27.226859093178064
2026-04-05T16:06:30.887847,EMP/Yeast_H4ac,pca_fm_hyenadna-medium-160k-seqlen-hf,35,63.39358966401778
2026-04-05T16:09:32.752275,deep4mc/A.thaliana_4mC,pca_fm_hyenadna-medium-160k-seqlen-hf,22,98.86107064108364
2026-04-05T16:19:50.673177,deep4mc/C.elegans_4mC,pca_fm_hyenadna-medium-160k-seqlen-hf,21,53.55685461498797
2026-04-05T16:26:37.964182,deep4mc/D.melanogaster_4mC,pca_fm_hyenadna-medium-160k-seqlen-hf,21,121.0979702421464
2026-04-05T16:37:13.704959,deep4mc/E.coli_4mC,pca_fm_hyenadna-medium-160k-seqlen-hf,22,7.358418393880129
2026-04-05T16:38:06.366147,deep4mc/G.pickeringii_4mC,pca_fm_hyenadna-medium-160k-seqlen-hf,21,22.688052393961698
2026-04-05T16:40:37.918423,deep4mc/G.subterraneus_4mC,pca_fm_hyenadna-medium-160k-seqlen-hf,22,57.68025485891849
2026-04-05T16:45:22.997328,EMP/Yeast_H3K4me2,pca_kmer_k8,15189,1519.3790982449427
2026-04-05T16:45:39.059833,enhancers/enhancer,pca_fm_hyenadna-medium-160k-seqlen-hf,26,13.212873340118676
2026-04-05T16:46:36.006408,enhancers/enhancer_strength,pca_fm_hyenadna-medium-160k-seqlen-hf,26,13.216701983008534
2026-04-05T16:48:46.788917,genomic_benchmark/coding,pca_fm_hyenadna-medium-160k-seqlen-hf,18,84.87119330908172
2026-04-05T16:53:25.385008,genomic_benchmark/enhancer_cohn,pca_fm_hyenadna-medium-160k-seqlen-hf,18,51.483086513122544
2026-04-05T16:57:35.122780,genomic_benchmark/enhancer_ensembl,pca_fm_hyenadna-medium-160k-seqlen-hf,21,191.66515789111145
2026-04-05T17:06:22.673388,genomic_benchmark/human_vs_worm,pca_fm_hyenadna-medium-160k-seqlen-hf,9,85.34663504990749
2026-04-05T17:13:26.768348,genomic_benchmark/open_chromatin_region,pca_fm_hyenadna-medium-160k-seqlen-hf,21,250.38405004679225
2026-04-05T17:21:29.864868,EMP/Yeast_H3K4me3,pca_kmer_k4,173,5.672284686937928
2026-04-05T17:22:33.413755,genomic_benchmark/promoter_notata_251bps,pca_fm_hyenadna-medium-160k-seqlen-hf,18,37.576726554194465
2026-04-05T17:25:35.577147,EMP/Yeast_H3K4me3,pca_kmer_k5,692,11.66797454492189
2026-04-05T17:30:07.790973,genomic_benchmark/regulatory_region_type,pca_fm_hyenadna-medium-160k-seqlen-hf,18,382.4319769500289
2026-04-05T17:34:19.194657,EMP/Yeast_H3K4me3,pca_kmer_k6,2663,35.08617961592972
2026-04-05T17:38:55.035393,iDHS-EL/DNase_I,pca_fm_hyenadna-medium-160k-seqlen-hf,22,1.1639704960398376
2026-04-05T17:39:02.171439,iDNA_ABF/5mC,pca_fm_hyenadna-medium-160k-seqlen-hf,16,2.063152380986139
2026-04-05T19:19:37.370834,iPro-WAEL/Promoter_B_amyloliquefaciens,pca_fm_NTv3_650M_pre,358,5.388407588005066
2026-04-05T19:20:43.132051,iPro-WAEL/Promoter_B_amyloliquefaciens,pca_fm_NTv3_650M_pre,358,0.5467953749466687
2026-04-05T19:23:16.276358,iPro-WAEL/Promoter_GM12878,pca_fm_NTv3_650M_pre,96,139.0630981400609
2026-04-05T19:26:26.586010,iPro-WAEL/Promoter_HUVEC,pca_fm_NTv3_650M_pre,105,134.38891072780825
2026-04-05T19:29:36.604736,EMP/Yeast_H3K79me3,pca_kmer_k4,173,1.8449057119432837
2026-04-05T19:29:37.791880,iPro-WAEL/Promoter_Hela-S3,pca_fm_NTv3_650M_pre,109,121.63005918916315
2026-04-05T19:31:35.533316,iPro-WAEL/Promoter_NHEK,pca_fm_NTv3_650M_pre,162,48.743642325047404
2026-04-05T19:32:50.280749,iPro-WAEL/Promoter_R_capsulatus,pca_fm_NTv3_650M_pre,495,20.827865501167253
2026-04-05T19:32:54.525457,EMP/Yeast_H3K79me3,pca_kmer_k5,689,4.182873765006661
2026-04-05T19:34:39.226336,mouse/mouse_TFBS_1,pca_fm_NTv3_650M_pre,319,16.8444381498266
2026-04-05T19:37:45.989260,mouse/mouse_TFBS_2,pca_fm_NTv3_650M_pre,277,134.7804841301404
